buoy_day_ID,buoy,day,latitude,longitude,zon_winds,mer_winds,humidity,airtemp,s_s_temp
409,32,12,8.00,-170.06,-3.7,-2.7,84.7,27.69,28.39
410,32,13,8.00,-170.05,-4.6,-2.1,87.4,28,28.41
411,32,14,8.00,-170.07,-6.7,-1.4,86.4,27.81,28.52
412,33,1,4.98,-169.96,-7.9,-2.8,,27.83,28.47
413,33,2,4.97,-169.98,-7.9,-3,,27.97,28.44
414,33,3,4.97,-169.97,-8.9,-1.8,,27.47,28.39
415,33,4,4.98,-169.97,-7.8,-2,,27.21,28.33
416,33,5,4.98,-169.98,-7.6,-3.2,,27.72,28.34
417,33,6,4.97,-169.98,-7.7,-1,,27.61,28.32
418,33,7,4.97,-169.97,-8.4,-2.1,,27.81,28.36
419,33,8,4.97,-169.98,-6.7,-2.6,,27.43,28.31
420,33,9,4.97,-169.97,-6,-4.9,,27.85,28.27
421,33,10,4.97,-169.96,-6.2,-4.5,,27.72,28.31
422,33,11,4.97,-169.98,-5.7,-3.8,,27.71,28.33
423,33,12,4.97,-169.98,-4.9,-3.5,,27.84,28.39
424,33,13,4.97,-169.98,-4.2,-1.2,,27.61,28.53
425,33,14,4.97,-169.98,-6.2,2.2,,26.86,28.5
426,34,1,1.97,-170.02,-4.8,-3.5,94.9,27.85,28.36
427,34,2,1.98,-170.02,-5.7,-3.1,96.9,28.05,28.29
428,34,3,1.98,-170.01,-6.1,-0.4,95.7,27.97,28.22
429,34,4,1.98,-170.01,-4.9,-0.6,98.6,27.78,28.2
430,34,5,1.97,-170.01,-4.7,-0.3,99,27.85,28.19
431,34,6,1.98,-170.01,-4.4,-0.9,97.4,27.89,28.19
432,34,7,1.98,-170,-4.7,-3.1,96.9,28.01,28.04
433,34,8,1.98,-170.01,-3.5,-1.3,96.5,27.66,28.21
434,34,9,1.97,-170,-3.2,-0.9,99.4,26.99,28.34
435,34,10,1.97,-170,-3.7,-4.4,94.9,27.66,28.38
436,34,11,1.97,-170,-3.8,-3.4,94.9,27.74,28.43
437,34,12,1.97,-170,-3.7,-3.2,94.9,27.97,28.56
438,34,13,1.98,-170.01,-3.9,-1.8,92.5,28.2,28.58
439,34,14,1.97,-170,-6.3,0.4,89.7,28.24,28.65
440,35,1,-0.03,-170.02,-4.5,-2.6,90.4,27.72,27.7
441,35,2,-0.03,-170.03,-4.9,-2.7,89.6,28.15,28.25
442,35,3,-0.03,-170.02,-5,-1.9,88.3,28.23,28.38
443,35,4,-0.03,-170.03,-5.6,-1.8,87.9,28.15,28.17
444,35,5,-0.03,-170.02,-4.8,-0.5,88.7,28.07,28.1
445,35,6,-0.03,-170.02,-4.4,-2.2,88.3,28.15,28.55
446,35,7,-0.03,-170.02,-4.9,-2.3,86.2,28.34,28.8
447,35,8,-0.03,-170.02,-3.5,-1.3,85.3,28.38,28.99
448,35,9,-0.03,-170.02,-3,-0.6,82.8,28.58,29.24
449,35,10,-0.03,-170.02,-3.2,-4.4,84.5,28.23,28.87
450,35,11,-0.03,-170.02,-3.4,-3.2,85.7,28.19,28.74
451,35,12,-0.03,-170.02,-3.9,-3.9,84.9,28.23,28.49
452,35,13,-0.04,-170.03,-4.3,-2.6,85.3,28.11,28.2
453,35,14,-0.03,-170.03,-6,-1.7,85.7,27.99,28.12
454,36,1,-2.15,-170.02,-4.3,-2.3,87.1,28.97,29.59
455,36,2,-2.16,-170.02,-4.3,-1.7,94.2,27.97,29.48
456,36,3,-2.15,-170.02,-4.1,-2.1,91.1,28.65,29.51
457,36,4,-2.15,-170.02,-4.2,-2.5,90.7,28.81,29.6
458,36,5,-2.15,-170.02,-3.2,-1.1,89.9,28.69,29.6
459,36,6,-2.15,-170.01,-4.7,-2,90.3,28.57,29.52
460,36,7,-2.16,-170.01,-3.7,-4.6,87.1,29.13,29.43
461,36,8,-2.16,-170.01,-0.6,-1.2,90.7,28.13,29.65
462,36,9,-2.16,-170.01,-0.7,-0.1,87.1,28.49,29.96
463,36,10,-2.16,-170.01,-2.8,-0.6,86.7,28.65,29.84
464,36,11,-2.16,-170.01,-3,-1.3,89.9,28.37,29.7
465,36,12,-2.16,-170.01,-4.5,-3.5,94.2,27.61,29.55
466,36,13,-2.16,-170.01,-4,-4.1,86.3,28.49,29.43
467,36,14,-2.16,-170.01,-7.1,-1,82.8,29.21,29.47
468,37,1,-5.01,-169.99,,,83.3,28.56,29.54
469,37,2,-5.01,-169.99,,,80.9,28.84,29.49
470,37,3,-5.01,-169.99,,,79.7,29.11,29.9
471,37,4,-5.01,-169.99,,,82.5,29.07,29.82
472,37,5,-5.01,-169.98,,,83.3,28.95,29.66
473,37,6,-5.01,-169.99,,,84.1,28.56,29.48
474,37,7,-5.02,-169.98,,,85.3,28.49,29.38
475,37,8,-5.01,-169.99,,,82.5,28.87,29.65
476,37,9,-5.01,-169.99,,,81.3,28.29,29.68
477,37,10,-5.01,-169.99,,,80.5,28.72,29.73
478,37,11,-5.01,-169.99,,,80.9,29.15,29.64
479,37,12,-5.01,-169.99,,,82.9,29.15,29.49
480,37,13,-5.02,-169.99,,,81.7,28.95,29.5
481,37,14,-5.01,-169.99,,,77.3,29.34,29.49
482,38,1,-7.98,-170.03,,,,28.18,29.58
483,38,2,-7.98,-170.03,,,,28.34,29.51
484,38,3,-7.98,-170.03,-6.1,1.8,82.5,28.06,29.45
485,38,4,-7.98,-170.03,,,,28.02,29.33
486,38,5,-7.98,-170.03,,,,,
487,38,6,-7.98,-170.03,-6.2,0,81.7,28.7,29.39
488,38,7,-8.00,-170,,,,,
489,38,8,-8.00,-170,-3.1,1.1,82.9,28.3,29.38
490,38,9,-8.00,-170,-3.4,0.5,80,,
491,38,10,-8.00,-170,-2.7,0,79.1,28.46,29.61
492,38,11,-8.00,-170,,,,,
493,38,12,-8.00,-170,,,,,
494,38,13,-8.00,-170,,,,27.89,29.44
495,39,1,7.97,-155.01,,,,,27.88
496,39,2,7.97,-155,,,,,27.88
497,39,3,7.97,-155.01,,,,,27.88
498,39,4,7.98,-155,,,,,27.9
499,39,5,7.97,-155,,,,,27.93
500,39,6,7.98,-155.01,,,,,27.94
501,39,7,7.97,-155,,,,,27.94
502,39,8,7.97,-155,,,,,27.99
503,39,9,7.97,-155,,,,,28.04
504,39,10,7.98,-155,,,,,28.03
505,39,11,7.97,-155.01,,,,,28.1
506,39,12,7.97,-155,,,,,28.1
507,39,13,7.98,-155.01,,,,,28.08
508,39,14,7.98,-155,,,,,28.06
509,40,1,4.98,-154.94,-6.2,-1.8,89.2,26.67,28.2
510,40,2,4.97,-154.94,-7,-2.2,91.8,26.71,28.18
511,40,3,4.98,-154.93,-6.9,-4.1,90.9,27.39,28.2
512,40,4,4.98,-154.94,-6.9,-2.9,91.4,27.67,28.22
513,40,5,4.98,-154.93,-6.8,-1.9,91.4,27.47,28.19
514,40,6,4.98,-154.93,-5.8,-2.2,92.2,26.95,28.21
515,40,7,4.98,-154.94,-3.1,-3,87.5,27.27,28.14
516,40,8,4.98,-154.93,-3.3,-1.9,85,27.39,28.41
517,40,9,4.98,-154.93,0.5,0.3,81.6,28.07,29.12
518,40,10,4.99,-154.93,-1.6,0.5,85.4,27.51,29.3
519,40,11,4.99,-154.93,-4.5,0.1,85,27.87,29.17
520,40,12,4.97,-154.94,-6.2,-0.5,88.8,27.83,28.73
521,40,13,4.99,-154.93,-8.1,-0.4,90.9,27.59,28.59
522,40,14,4.98,-154.94,-5.9,-0.3,86.3,27.39,28.49
523,41,1,1.99,-154.96,-0.9,0.1,,,28.19
524,41,2,1.98,-154.95,-3.5,-1.8,,,28.27
525,41,3,1.99,-154.97,-4.5,-1.4,,,28.11
526,41,4,1.99,-154.96,-4.8,-0.5,,,27.88
527,41,5,1.99,-154.96,-5.2,1.9,,,27.92
528,41,6,1.99,-154.96,-4.5,1.4,,,27.84
529,41,7,1.98,-154.96,-3.7,-1.6,,,27.95
530,41,8,1.99,-154.96,-2.9,-1.5,,,28.11
531,41,9,1.98,-154.96,-1.4,1.6,,,28.54
532,41,10,1.98,-154.95,-3.5,1.6,,,28.37
533,41,11,1.99,-154.95,-5.4,0.6,,,28.11
534,41,12,1.99,-154.95,-6.2,1.2,,,27.9
535,41,13,1.99,-154.95,-7.3,2.8,,,27.77
536,41,14,1.99,-154.95,-4.2,1.8,,,27.66
537,42,1,0.00,-154.96,0,-0.1,,25.94,27.12
538,42,2,-0.01,-154.96,-1.8,-1.8,,26.74,27.48
539,42,3,0.00,-154.95,-3.6,-2.8,,26.98,27.6
540,42,4,0.00,-154.96,-4.3,-1.9,,26.94,27.58
541,42,5,0.00,-154.96,-5.3,-0.9,,27.15,27.69
542,42,6,0.00,-154.96,-3.8,-1.6,,27.15,27.76
543,42,7,-0.01,-154.96,-3.4,-2.8,,27.02,28.04
544,42,8,0.00,-154.96,-2.6,-2.7,,26.98,28.02
545,42,9,0.00,-154.96,-2.5,0,,26.98,28.07
546,42,10,0.00,-154.96,-4.1,-1.1,,26.7,27.98
547,42,11,-0.01,-154.95,-4.9,-1.8,,26.46,27.57
548,42,12,0.00,-154.95,-6,-1.4,,26.02,27.01
549,42,13,0.00,-154.96,-6.3,-0.4,,25.82,26.57
550,42,14,0.00,-154.96,-3.6,-0.6,,25.7,26.49
551,43,1,-2.00,-154.98,-1.9,1.6,81.5,27.37,28.97
552,43,2,-2.00,-154.98,-1.3,-0.7,83.3,28.17,29.07
553,43,3,-1.99,-154.99,-2.2,-3.8,86.4,27.57,29.09
554,43,4,-2.00,-154.98,-4,-4.8,78.4,28.69,29.42
555,43,5,-2.00,-154.99,-5.9,-2.5,77.6,29.01,29.53
556,43,6,-2.00,-155,-5.3,0.2,79.8,29.09,29.56
557,43,7,-2.00,-154.99,-4.5,-1.3,81.1,28.69,29.58
558,43,8,-2.00,-154.98,-4.8,-3.7,77.6,28.57,29.49
559,43,9,-2.01,-154.99,-3.5,-2.7,76.7,28.49,29.55
560,43,10,-2.00,-154.98,-3.7,-2.7,74.5,28.33,29.5
561,43,11,-2.00,-154.99,-4.7,-3.7,75.8,28.13,29.51
562,43,12,-2.00,-154.99,-6.3,-3.2,72.3,28.01,29.39
563,43,13,-2.01,-154.99,-6.9,-1.5,74.5,28.53,29.3
564,43,14,-2.00,-154.99,-4.1,-2.6,81.1,27.89,29.2
565,44,1,-5.00,-154.99,3.1,1.2,83.4,28.08,29.44
566,44,2,-4.99,-154.99,-2.7,0.4,86.4,27.97,29.23
567,44,3,-4.99,-154.99,-4.4,-0.9,85.1,28.6,29.49
568,44,4,-5.00,-154.99,-4.5,-2.7,88.5,27.85,29.37
569,44,5,-5.00,-154.99,-5.4,-2,82.6,28.56,29.36
570,44,6,-5.00,-154.99,-5.2,0.6,82.2,28.76,29.44
571,44,7,-5.00,-154.99,-5,-1,85.1,28.24,29.42
572,44,8,-5.00,-154.99,-5.2,-1.8,81.3,28.64,29.41
573,44,9,-5.00,-154.99,-3.2,-0.5,77.5,28.4,29.53
574,44,10,-5.00,-154.99,-3.5,-1.1,80.1,28.32,29.57
575,44,11,-5.01,-154.99,-5.7,0.9,86,27.89,29.5
576,44,12,-4.99,-154.99,-4.5,-2.7,86,27.77,29.38
577,44,13,-5.00,-154.99,-5.8,-0.9,77.1,28.84,29.39
578,44,14,-5.00,-154.99,-4.2,1.7,82.2,28.8,29.47
579,45,1,-8.28,-154.97,2,-0.1,81.8,27.89,29.26
580,45,2,-8.27,-154.97,-1.1,-1.2,82.1,28.24,29.1
581,45,3,-8.28,-154.97,-2.8,-1.3,80.3,28.99,29.36
582,45,4,-8.28,-154.97,-4.7,-0.5,81.4,29.07,29.45
583,45,5,-8.28,-154.97,-5.4,-0.8,82.1,29.03,29.44
584,45,6,-8.28,-154.97,-5.5,0,81.4,29.23,29.43
585,45,7,-8.28,-154.97,-6.2,-2.2,81.8,29.31,29.41
586,45,8,-8.28,-154.97,-6.2,-0.9,81.4,29.15,29.4
587,45,9,-8.28,-154.96,-2.9,-1.9,82.1,28.44,29.39
588,45,10,-8.28,-154.97,-4.2,-2.1,76.7,29.03,29.46
589,45,11,-8.28,-154.97,-6.2,0.8,75.6,29.11,29.47
590,45,12,-8.28,-154.96,-5.7,-1.6,77.8,29.03,29.48
591,45,13,-8.27,-154.97,-5.4,-1.2,82.8,28.48,29.5
592,45,14,-8.28,-154.97,-6.9,0.9,81.8,28.56,29.4
593,46,1,2.41,137.41,-3,0.4,84,28.86,29.85
594,46,2,2.42,137.41,-4.5,0,82,28.86,29.48
595,46,3,2.41,137.41,-3.9,1,82.8,29.18,29.54
596,46,4,2.41,137.41,-3.8,-0.6,82.4,29.18,29.65
597,46,5,2.42,137.41,-2.2,-1.4,78.8,29.25,29.98
598,46,6,2.41,137.41,-1.4,-1.9,78.8,29.14,30.03
599,46,7,2.41,137.41,-3.2,-1.3,78.1,29.41,30.15
600,46,8,2.42,137.42,-4.4,-1.6,79.6,29.53,30.03
601,46,9,2.42,137.41,-3.6,-1.3,82.8,28.74,29.99
602,46,10,2.42,137.41,-1.5,1.2,79.6,28.7,29.96
603,46,11,2.42,137.41,-1.8,0.1,77.7,,
604,46,12,2.42,137.41,-2.8,-2.2,86,27.78,30
605,46,13,2.42,137.41,-4.3,0.6,80.4,28.9,29.69
606,46,14,2.42,137.41,0,0.4,83.6,28.42,29.88
607,47,1,4.97,147,-5.1,-0.4,80.1,29.04,29.34
608,47,2,4.97,147,-4.2,-2.9,83.4,28.8,29.35
609,47,3,4.97,146.99,-6.1,-3.2,80.9,29.12,29.29
610,47,4,4.97,147,-4.2,-2.3,82.6,28.8,29.38
611,47,5,4.97,147,-4.7,-0.5,85.1,27.99,29.35
612,47,6,4.97,147,-3.1,-0.8,81.3,28.03,29.19
613,47,7,4.97,147,-4,-2.2,83,28.52,29.38
614,47,8,4.97,147,-4.8,-1.9,80.5,28.64,29.23
615,47,9,4.97,147,-3.9,-0.7,79.7,28.64,29.33
616,47,10,4.97,147.01,-4.9,-1.5,81.3,28.39,29.43
617,47,11,4.97,147,-5.1,-4.1,84.3,28.72,29.3
618,47,12,4.97,147,-5.5,-3.6,82.6,29.12,29.35
619,47,13,4.97,147.01,-5.2,-1.6,83.9,28.64,29.44
620,47,14,4.97,146.99,,,,28.8,29.4
621,48,1,-0.01,146.99,-2.3,-0.3,80.5,29.16,29.75
622,48,2,0.01,146.99,-3,-2.6,82.8,29.05,29.55
623,48,3,0.00,146.99,-6,-0.4,87.5,28.48,29.52
624,48,4,0.00,146.99,-3.2,-1.8,86.7,28.44,29.34
625,48,5,0.00,146.99,-0.6,3.3,88.2,27,29.31
626,48,6,0.00,147,0.5,-0.3,83.6,28.52,29.5
627,48,7,0.00,147,0.1,-1.9,81.7,29.05,29.85
628,48,8,0.00,146.99,-0.3,-0.5,81.7,28.9,30.03
629,48,9,0.00,147,-2.7,0,80.1,29.32,30.34
630,48,10,0.00,147,-2.5,-1.3,81.3,29.2,30.12
631,48,11,0.00,147,-3,-3.8,84,29.05,29.92
632,48,12,0.00,147,-4.6,-0.5,86.7,28.48,29.57
633,48,13,0.00,147.01,-3,1.2,88.6,27.95,29.46
634,49,1,8.08,156.01,-6.6,-3,84.5,28.53,28.98
635,49,2,8.08,156.02,-5.5,-4.1,83.7,28.41,28.98
636,49,3,8.09,156.02,-6.8,-3.4,81.8,28.41,28.92
637,49,4,8.08,156.02,-5.1,-2.6,88,27.81,28.91
638,49,5,8.08,156.02,-6.8,-3.2,87.3,27.81,28.85
639,49,6,8.08,156.02,-5.1,-4.2,83.7,28.33,28.8
640,49,7,8.08,156.02,-5.2,-3.4,82.6,28.09,28.81
641,49,8,8.07,156.01,-5.2,-2,85.3,27.89,28.87
642,49,9,8.09,156.02,-5.2,-2,85.7,28.41,29
643,49,10,8.09,156.02,-4.8,-2.8,87.3,28.41,29.07
644,49,11,8.07,156.02,-5.3,-3.8,86.9,28.41,29.03
645,49,12,8.09,156.02,-7.5,-2.5,84.9,28.57,28.95
646,49,13,8.09,156.01,-5.9,-2.5,87.3,28.29,28.94
647,49,14,8.08,156.02,-5.5,-0.7,94.3,27.29,28.89
648,50,1,4.98,156.06,-6.3,-3.5,83.7,28.89,29.04
649,50,2,4.98,156.07,-5.4,-3.4,79.6,28.97,28.9
650,50,3,4.98,156.07,-6.2,-2.7,82.5,28.78,28.98
651,50,4,4.99,156.06,-4.2,-1.3,85.7,28.07,29.05
652,50,5,4.99,156.06,-4.2,-3.3,86.1,27.99,29.15
653,50,6,4.99,156.06,-4,-4.4,81.2,28.97,29.08
654,50,7,4.99,156.06,-4.1,-3.5,78.4,28.85,29.04
655,50,8,4.98,156.06,-4.7,-0.4,78.4,28.85,29.19
656,50,9,4.99,156.06,-4.6,-2.5,78.8,29.01,29.13
657,50,10,4.99,156.07,-5.1,-1.8,81.2,28.89,29.23
658,50,11,4.99,156.07,-5.5,-4.2,80.8,29.17,29.14
659,50,12,4.99,156.07,-7.2,-1.7,81.2,29.01,29.1
660,50,13,4.99,156.07,-6.5,-1.8,82.5,28.97,29.08
661,50,14,4.99,156.08,-3.5,-0.6,85.7,28.23,29.03
662,51,1,2.08,156.21,-4.5,-3.2,83,28.57,29.33
663,51,2,2.08,156.21,-5.2,-3.5,81.8,28.76,29.04
664,51,3,2.08,156.2,-5.4,-2.2,84.6,27.93,29.05
665,51,4,2.08,156.21,-4.3,0.3,83.8,28.05,28.87
666,51,5,2.08,156.21,-3,-2,83,28.37,29.06
667,51,6,2.09,156.21,-2.3,-3.1,82.2,28.41,29.13
668,51,7,2.09,156.22,-3.4,-3.8,80.2,28.6,28.98
669,51,8,2.08,156.2,-4.1,-1.2,80.6,28.41,29.05
670,51,9,2.08,156.21,-3.6,0,85.4,27.26,29.09
671,51,10,2.09,156.21,-3.5,-2.5,82.2,28.25,28.94
672,51,11,2.08,156.2,-5.4,-5.1,83,28.64,28.96
673,51,12,2.08,156.21,-6.3,-2.9,82.6,28.64,28.97
674,51,13,2.08,156.2,-7,-1.4,82.2,28.72,28.96
675,51,14,2.07,156.2,-4.7,-0.5,80.2,28.64,28.97
676,52,1,0.06,156.16,-3,-2.8,86.7,28.26,29.23
677,52,2,0.06,156.17,-4.4,-1.9,87.8,27.94,29.34
678,52,3,0.06,156.16,-3.5,-1.2,86.7,27.98,29.48
679,52,4,0.06,156.16,-3.5,-0.8,86.3,28.22,29.5
680,52,5,0.06,156.16,-3,-2.2,83.9,28.42,29.52
681,52,6,0.06,156.17,-0.6,-3.3,83.9,28.26,29.66
682,52,7,0.06,156.16,-2.4,-2.8,89.4,27.27,29.43
683,52,8,0.06,156.16,-2.8,1,88.6,27.35,29.38
684,52,9,0.06,156.16,0.2,-0.8,85.1,27.78,29.55
685,52,10,0.06,156.17,-3.1,-3.3,83.9,28.26,29.47
686,52,11,0.06,156.16,-5.3,-5,87.1,28.45,29.16
687,52,12,0.06,156.17,-6.1,-1.3,87.1,28.26,28.97
688,52,13,0.06,156.17,-6.7,-1.4,86.3,28.26,28.83
689,52,14,0.06,156.16,-3.9,-1.6,85.9,28.18,28.89
690,53,1,-1.98,155.94,-2.3,-2.6,78.3,28.68,29.75
691,53,2,-1.99,155.94,-3,-0.2,78.3,28.4,29.95
692,53,3,-1.99,155.94,-3.6,0.1,76.7,28.96,30.1
693,53,4,-1.99,155.93,-3.6,-0.1,76.3,29.08,30.15
694,53,5,-1.99,155.94,-2.2,-2,78.8,28.84,29.98
695,53,6,-1.99,155.94,-0.4,-2.7,77.1,28.76,30.05
696,53,7,-1.99,155.94,0.9,-1.7,82.9,27.65,29.94
697,53,8,-1.99,155.94,1.8,2.1,82.9,27.65,29.7
698,53,9,-1.99,155.94,-1.1,-1.2,81.3,28.16,29.67
699,53,10,-1.99,155.94,-1.3,-1.8,88.3,30.04,29.6
700,53,11,-1.99,155.94,-4.8,-4.7,,,29.59
701,53,12,-1.99,155.94,-5,-1.4,,,29.58
702,53,13,-1.99,155.94,-6.2,1.1,,,29.54
703,53,14,-2.00,155.94,-1.6,0,,,29.3
704,54,1,7.98,165.06,-5.8,-3.4,84.5,28.35,28.72
705,54,2,7.98,165.07,-5.8,-4.3,83.7,28.44,28.71
706,54,3,7.99,165.06,-7,-2.4,87.7,28.18,28.7
707,54,4,7.98,165.07,-7.2,-3.9,87.7,28.42,28.74
708,54,5,7.99,165.06,-5.8,-4.5,81.4,28.5,28.7
709,54,6,7.99,165.06,-4.4,-4.2,79.8,28.33,28.76
710,54,7,7.98,165.07,-4.9,-2.5,84.5,28.32,28.75
711,54,8,7.99,165.07,-4.1,1.2,92.4,27.67,28.77
712,54,9,7.98,165.06,-1.5,0.1,92.4,26.97,28.77
713,54,10,7.98,165.07,-6.1,-4.1,85.3,28.46,28.77
714,54,11,7.98,165.06,-5.8,-3.8,81.4,28.45,28.77
715,54,12,7.98,165.06,-6.8,-2.4,88.9,28.17,28.77
716,54,13,7.98,165.08,-6.7,-4.2,90,28.28,28.77
717,54,14,7.98,165.06,-6.2,-4.9,88.9,28.4,28.77
718,55,1,5.03,165.02,-6.2,-3.5,84,28.5,28.68
719,55,2,5.02,165.03,-6.1,-3.9,84.4,28.44,28.65
720,55,3,5.02,165.03,-6.2,-0.2,89.3,27.65,28.63
721,55,4,5.02,165.02,-6.6,-1.8,88.5,28.12,28.77
722,55,5,5.02,165.02,-5.6,-4.4,86.5,28.13,28.62
723,55,6,5.02,165.02,-3.9,-5.3,81.2,28.34,28.66
724,55,7,5.03,165.02,-4,-2.9,84.4,28.24,28.68
725,55,8,5.03,165.03,-2,3.3,88.5,27.98,28.82
726,55,9,5.03,165.02,-3.2,-1,84.8,27.97,28.96
727,55,10,5.03,165.02,-7.2,-3.1,85.3,28.43,28.82
728,55,11,5.03,165.02,-5.9,-3.8,82.8,28.44,28.79
729,55,12,5.03,165.02,-6.8,-0.2,84.8,28.55,28.85
730,55,13,5.02,165.03,-6.6,-0.6,88.5,28.18,28.88
731,55,14,5.03,165.02,-6.4,-1.6,87.7,28.53,28.87
732,56,1,0.01,165.01,-1.7,-1.9,,,
733,56,2,0.00,165.02,-3.50,0.3,,,
734,56,3,0.00,165.01,-3.80,-0.2,,,
735,56,4,0.00,165.01,-4.30,-1.5,,,
736,56,5,0.00,165.01,-2.90,-1.9,,,
737,56,6,0.00,165.01,-1.10,-2.2,,,
738,56,7,0.00,165.02,-0.80,-0.9,,,
739,56,8,0.00,165.02,-2.90,1.5,,,
740,56,9,0.00,165.01,-3.00,-2.9,,,
741,56,10,0.00,165.02,-3.90,-5,,,
742,56,11,0.00,165.01,-4.10,-2.1,,,
743,56,12,0.00,165.01,-4.90,0,,,
744,56,13,0.00,165.01,-4.90,-1.6,,,
745,56,14,0.00,165.01,-4.00,-1.7,,,
746,57,1,-1.92,164.41,-1.60,-3.40,81.30,28.44,
747,57,2,-1.92,164.41,-2.00,-0.90,79.20,28.52,
748,57,3,-1.92,164.42,-3.30,-0.30,78.00,28.67,
749,57,4,-1.92,164.42,-3.60,-2.30,82.50,28.48,
750,57,5,-1.93,164.41,-2.30,-2.90,79.60,28.55,
751,57,6,-1.92,164.42,-0.20,-2.70,80.10,28.49,
752,57,7,-1.92,164.42,-3.30,1.10,80.90,28.26,
753,57,8,-1.92,164.42,-3.00,1.70,80.90,28.45,
754,57,9,-1.93,164.42,-4.40,-2.30,83.30,28.18,
755,58,1,-5.00,165.20,0.30,-4.40,88.10,26.82,29.35
756,58,2,-5.00,165.21,-0.40,-1.20,85.00,27.50,29.53
757,58,3,-4.99,165.21,-1.30,-0.70,75.90,28.72,29.70
758,58,4,-5.00,165.21,-2.40,-0.20,79.80,28.67,29.84
759,58,5,-4.99,165.21,-0.30,-2.00,80.70,28.28,29.68
760,58,6,-5.00,165.21,3.40,1.70,84.10,27.49,29.56
761,58,7,-4.99,165.21,-3.40,-0.20,85.50,26.61,29.46
762,58,8,-4.99,165.20,-3.90,1.10,79.80,28.13,29.42
763,58,9,-4.99,165.21,-6.30,-0.10,85.90,27.34,29.33
764,58,10,-4.99,165.21,-2.40,-3.10,82.40,27.60,29.39
765,58,11,-5.00,165.20,-3.70,0.00,84.10,27.21,29.34
766,58,12,-5.00,165.20,-4.20,1.60,81.50,28.09,29.38
767,58,13,-5.00,165.20,-5.10,1.10,83.30,28.16,29.46
768,58,14,-5.00,165.20,-3.90,-1.00,85.90,27.89,29.42
769,59,1,-8.03,164.82,,,93.30,27.64,28.69
770,59,2,-8.03,164.81,,,91.80,28.48,28.94
771,59,3,-8.03,164.82,,,91.20,28.61,29.07
772,59,4,-8.03,164.82,,,93.60,28.47,28.90
773,59,5,-8.03,164.82,,,88.80,28.47,29.22
774,59,6,-8.03,164.82,,,90.60,27.97,29.11
775,59,7,-8.03,164.82,,,89.50,27.51,28.78
776,59,8,-8.04,164.82,,,85.90,27.65,28.65
777,59,9,-8.03,164.82,,,89.50,28.37,28.66
778,59,10,-8.04,164.82,,,93.60,26.89,28.52
779,59,11,-8.04,164.82,,,92.30,27.62,28.44
780,59,12,-8.03,164.81,,,93.20,28.33,28.43
781,59,13,-8.04,164.82,,,95.50,28.44,28.51
782,59,14,-8.04,164.81,,,93.40,28.67,28.61
